system,Benchmark,model,method,sample,pass_rate,problem
R2_EmployeeManagementSystem,TLBench,minimax-m3,VL,sample3,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,minimax-m3,VL,sample4,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,minimax-m3,VL,sample5,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,qwen3.6-flash,VL,sample1,0.6,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,qwen3.6-flash,VL,sample2,0.6,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,qwen3.6-flash,VL,sample3,0,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,qwen3.6-flash,VL,sample4,0.6,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,qwen3.6-flash,VL,sample5,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,gemini-3.1-flash-lite,VL,sample1,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,gemini-3.1-flash-lite,VL,sample2,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,gemini-3.1-flash-lite,VL,sample3,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,gemini-3.1-flash-lite,VL,sample4,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,gemini-3.1-flash-lite,VL,sample5,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,gpt-5.4-mini,VL,sample1,0.6,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,gpt-5.4-mini,VL,sample2,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,gpt-5.4-mini,VL,sample3,0.6,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,gpt-5.4-mini,VL,sample4,0.6,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,gpt-5.4-mini,VL,sample5,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,deepseek-v4-flash,VL-Fix,sample1,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,deepseek-v4-flash,VL-Fix,sample2,0.6,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,deepseek-v4-flash,VL-Fix,sample3,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,deepseek-v4-flash,VL-Fix,sample4,0.6,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,deepseek-v4-flash,VL-Fix,sample5,0.6,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,minimax-m3,VL-Fix,sample1,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,minimax-m3,VL-Fix,sample2,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,minimax-m3,VL-Fix,sample3,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,minimax-m3,VL-Fix,sample4,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,minimax-m3,VL-Fix,sample5,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,qwen3.6-flash,VL-Fix,sample1,0.6,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,qwen3.6-flash,VL-Fix,sample2,0.6,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,qwen3.6-flash,VL-Fix,sample3,0.6,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,qwen3.6-flash,VL-Fix,sample4,0.6,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,qwen3.6-flash,VL-Fix,sample5,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,gemini-3.1-flash-lite,VL-Fix,sample1,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,gemini-3.1-flash-lite,VL-Fix,sample2,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,gemini-3.1-flash-lite,VL-Fix,sample3,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,gemini-3.1-flash-lite,VL-Fix,sample4,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,gemini-3.1-flash-lite,VL-Fix,sample5,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,gpt-5.4-mini,VL-Fix,sample1,0.6,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,gpt-5.4-mini,VL-Fix,sample2,1,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,gpt-5.4-mini,VL-Fix,sample3,0.6,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,gpt-5.4-mini,VL-Fix,sample4,0.6,R2_EmployeeManagementSystem
R2_EmployeeManagementSystem,TLBench,gpt-5.4-mini,VL-Fix,sample5,1,R2_EmployeeManagementSystem
R123_School,TLBench,deepseek-v4-flash,VL,sample1,0.92,R123_School
R123_School,TLBench,deepseek-v4-flash,VL,sample2,0.92,R123_School
R123_School,TLBench,deepseek-v4-flash,VL,sample3,0.72,R123_School
R123_School,TLBench,deepseek-v4-flash,VL,sample4,0.96,R123_School
R123_School,TLBench,deepseek-v4-flash,VL,sample5,0.92,R123_School
R123_School,TLBench,minimax-m3,VL,sample1,1,R123_School
R123_School,TLBench,minimax-m3,VL,sample2,0.96,R123_School
R123_School,TLBench,minimax-m3,VL,sample3,1,R123_School
R123_School,TLBench,minimax-m3,VL,sample4,1,R123_School
R123_School,TLBench,minimax-m3,VL,sample5,1,R123_School
R123_School,TLBench,qwen3.6-flash,VL,sample1,0.72,R123_School
R123_School,TLBench,qwen3.6-flash,VL,sample2,0.92,R123_School
R123_School,TLBench,qwen3.6-flash,VL,sample3,0,R123_School
R123_School,TLBench,qwen3.6-flash,VL,sample4,0,R123_School
R123_School,TLBench,qwen3.6-flash,VL,sample5,0,R123_School
R123_School,TLBench,gemini-3.1-flash-lite,VL,sample1,0.8,R123_School
R123_School,TLBench,gemini-3.1-flash-lite,VL,sample2,0.8,R123_School
R123_School,TLBench,gemini-3.1-flash-lite,VL,sample3,0.8,R123_School
R123_School,TLBench,gemini-3.1-flash-lite,VL,sample4,0.8,R123_School
R123_School,TLBench,gemini-3.1-flash-lite,VL,sample5,0.8,R123_School
R123_School,TLBench,gpt-5.4-mini,VL,sample1,0.8,R123_School
R123_School,TLBench,gpt-5.4-mini,VL,sample2,0.8,R123_School
R123_School,TLBench,gpt-5.4-mini,VL,sample3,0.8,R123_School
R123_School,TLBench,gpt-5.4-mini,VL,sample4,0.8,R123_School
R123_School,TLBench,gpt-5.4-mini,VL,sample5,0.8,R123_School
R123_School,TLBench,deepseek-v4-flash,VL-Fix,sample1,0.92,R123_School
R123_School,TLBench,deepseek-v4-flash,VL-Fix,sample2,0.92,R123_School
R123_School,TLBench,deepseek-v4-flash,VL-Fix,sample3,0.72,R123_School
R123_School,TLBench,deepseek-v4-flash,VL-Fix,sample4,0.96,R123_School
R123_School,TLBench,deepseek-v4-flash,VL-Fix,sample5,0.92,R123_School
R123_School,TLBench,minimax-m3,VL-Fix,sample1,1,R123_School
R123_School,TLBench,minimax-m3,VL-Fix,sample2,0.96,R123_School
R123_School,TLBench,minimax-m3,VL-Fix,sample3,1,R123_School
R123_School,TLBench,minimax-m3,VL-Fix,sample4,1,R123_School
R123_School,TLBench,minimax-m3,VL-Fix,sample5,1,R123_School
R123_School,TLBench,qwen3.6-flash,VL-Fix,sample1,0.72,R123_School
R123_School,TLBench,qwen3.6-flash,VL-Fix,sample2,0.92,R123_School
R123_School,TLBench,qwen3.6-flash,VL-Fix,sample3,1,R123_School
R123_School,TLBench,qwen3.6-flash,VL-Fix,sample4,0,R123_School
R123_School,TLBench,qwen3.6-flash,VL-Fix,sample5,0.72,R123_School
R123_School,TLBench,gemini-3.1-flash-lite,VL-Fix,sample1,0.8,R123_School
R123_School,TLBench,gemini-3.1-flash-lite,VL-Fix,sample2,0.8,R123_School
R123_School,TLBench,gemini-3.1-flash-lite,VL-Fix,sample3,0.8,R123_School
R123_School,TLBench,gemini-3.1-flash-lite,VL-Fix,sample4,0.8,R123_School
R123_School,TLBench,gemini-3.1-flash-lite,VL-Fix,sample5,0.8,R123_School
R123_School,TLBench,gpt-5.4-mini,VL-Fix,sample1,0.8,R123_School
R123_School,TLBench,gpt-5.4-mini,VL-Fix,sample2,0.8,R123_School
R123_School,TLBench,gpt-5.4-mini,VL-Fix,sample3,0.8,R123_School
R123_School,TLBench,gpt-5.4-mini,VL-Fix,sample4,0.8,R123_School
R123_School,TLBench,gpt-5.4-mini,VL-Fix,sample5,0.8,R123_School
R12_RentedCarGalleryManagementSystem,TLBench,deepseek-v4-flash,VL,sample1,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,deepseek-v4-flash,VL,sample2,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,deepseek-v4-flash,VL,sample3,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,deepseek-v4-flash,VL,sample4,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,deepseek-v4-flash,VL,sample5,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,minimax-m3,VL,sample1,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,minimax-m3,VL,sample2,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,minimax-m3,VL,sample3,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,minimax-m3,VL,sample4,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,minimax-m3,VL,sample5,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,qwen3.6-flash,VL,sample1,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,qwen3.6-flash,VL,sample2,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,qwen3.6-flash,VL,sample3,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,qwen3.6-flash,VL,sample4,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,qwen3.6-flash,VL,sample5,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,gemini-3.1-flash-lite,VL,sample1,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,gemini-3.1-flash-lite,VL,sample2,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,gemini-3.1-flash-lite,VL,sample3,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,gemini-3.1-flash-lite,VL,sample4,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,gemini-3.1-flash-lite,VL,sample5,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,gpt-5.4-mini,VL,sample1,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,gpt-5.4-mini,VL,sample2,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,gpt-5.4-mini,VL,sample3,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,gpt-5.4-mini,VL,sample4,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,gpt-5.4-mini,VL,sample5,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,deepseek-v4-flash,VL-Fix,sample1,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,deepseek-v4-flash,VL-Fix,sample2,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,deepseek-v4-flash,VL-Fix,sample3,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,deepseek-v4-flash,VL-Fix,sample4,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,deepseek-v4-flash,VL-Fix,sample5,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,minimax-m3,VL-Fix,sample1,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,minimax-m3,VL-Fix,sample2,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,minimax-m3,VL-Fix,sample3,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,minimax-m3,VL-Fix,sample4,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,minimax-m3,VL-Fix,sample5,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,qwen3.6-flash,VL-Fix,sample1,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,qwen3.6-flash,VL-Fix,sample2,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,qwen3.6-flash,VL-Fix,sample3,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,qwen3.6-flash,VL-Fix,sample4,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,qwen3.6-flash,VL-Fix,sample5,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,gemini-3.1-flash-lite,VL-Fix,sample1,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,gemini-3.1-flash-lite,VL-Fix,sample2,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,gemini-3.1-flash-lite,VL-Fix,sample3,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,gemini-3.1-flash-lite,VL-Fix,sample4,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,gemini-3.1-flash-lite,VL-Fix,sample5,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,gpt-5.4-mini,VL-Fix,sample1,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,gpt-5.4-mini,VL-Fix,sample2,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,gpt-5.4-mini,VL-Fix,sample3,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,gpt-5.4-mini,VL-Fix,sample4,1,R12_RentedCarGalleryManagementSystem
R12_RentedCarGalleryManagementSystem,TLBench,gpt-5.4-mini,VL-Fix,sample5,1,R12_RentedCarGalleryManagementSystem
R132_MunicipalLibrary,TLBench,deepseek-v4-flash,VL,sample1,1,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,deepseek-v4-flash,VL,sample2,1,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,deepseek-v4-flash,VL,sample3,1,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,deepseek-v4-flash,VL,sample4,1,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,deepseek-v4-flash,VL,sample5,1,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,minimax-m3,VL,sample1,1,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,minimax-m3,VL,sample2,1,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,minimax-m3,VL,sample3,0.76,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,minimax-m3,VL,sample4,0.72,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,minimax-m3,VL,sample5,0,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,qwen3.6-flash,VL,sample1,0.8,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,qwen3.6-flash,VL,sample2,0.84,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,qwen3.6-flash,VL,sample3,1,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,qwen3.6-flash,VL,sample4,0.88,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,qwen3.6-flash,VL,sample5,0,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,gemini-3.1-flash-lite,VL,sample1,0,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,gemini-3.1-flash-lite,VL,sample2,0.8,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,gemini-3.1-flash-lite,VL,sample3,1,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,gemini-3.1-flash-lite,VL,sample4,0,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,gemini-3.1-flash-lite,VL,sample5,0,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,gpt-5.4-mini,VL,sample1,0.96,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,gpt-5.4-mini,VL,sample2,0,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,gpt-5.4-mini,VL,sample3,0,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,gpt-5.4-mini,VL,sample4,1,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,gpt-5.4-mini,VL,sample5,0,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,deepseek-v4-flash,VL-Fix,sample1,1,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,deepseek-v4-flash,VL-Fix,sample2,1,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,deepseek-v4-flash,VL-Fix,sample3,1,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,deepseek-v4-flash,VL-Fix,sample4,1,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,deepseek-v4-flash,VL-Fix,sample5,1,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,minimax-m3,VL-Fix,sample1,1,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,minimax-m3,VL-Fix,sample2,1,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,minimax-m3,VL-Fix,sample3,0.76,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,minimax-m3,VL-Fix,sample4,0.72,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,minimax-m3,VL-Fix,sample5,0,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,qwen3.6-flash,VL-Fix,sample1,0.8,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,qwen3.6-flash,VL-Fix,sample2,0.84,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,qwen3.6-flash,VL-Fix,sample3,1,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,qwen3.6-flash,VL-Fix,sample4,0.88,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,qwen3.6-flash,VL-Fix,sample5,0,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,gemini-3.1-flash-lite,VL-Fix,sample1,0,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,gemini-3.1-flash-lite,VL-Fix,sample2,0.8,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,gemini-3.1-flash-lite,VL-Fix,sample3,1,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,gemini-3.1-flash-lite,VL-Fix,sample4,0,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,gemini-3.1-flash-lite,VL-Fix,sample5,0,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,gpt-5.4-mini,VL-Fix,sample1,0.96,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,gpt-5.4-mini,VL-Fix,sample2,0,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,gpt-5.4-mini,VL-Fix,sample3,0,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,gpt-5.4-mini,VL-Fix,sample4,1,R132_MunicipalLibrary
R132_MunicipalLibrary,TLBench,gpt-5.4-mini,VL-Fix,sample5,0,R132_MunicipalLibrary
R144_AirlineFlights,TLBench,deepseek-v4-flash,VL,sample1,0.9615,R144_AirlineFlights
R144_AirlineFlights,TLBench,deepseek-v4-flash,VL,sample2,0.8846,R144_AirlineFlights
R144_AirlineFlights,TLBench,deepseek-v4-flash,VL,sample3,0.8846,R144_AirlineFlights
R144_AirlineFlights,TLBench,deepseek-v4-flash,VL,sample4,0.8846,R144_AirlineFlights
R144_AirlineFlights,TLBench,deepseek-v4-flash,VL,sample5,0.9615,R144_AirlineFlights
R144_AirlineFlights,TLBench,minimax-m3,VL,sample1,0,R144_AirlineFlights
R144_AirlineFlights,TLBench,minimax-m3,VL,sample2,0,R144_AirlineFlights
R144_AirlineFlights,TLBench,minimax-m3,VL,sample3,0.9615,R144_AirlineFlights
R144_AirlineFlights,TLBench,minimax-m3,VL,sample4,0.8846,R144_AirlineFlights
R144_AirlineFlights,TLBench,minimax-m3,VL,sample5,0.9231,R144_AirlineFlights
R144_AirlineFlights,TLBench,qwen3.6-flash,VL,sample1,0.9231,R144_AirlineFlights
R144_AirlineFlights,TLBench,qwen3.6-flash,VL,sample2,0,R144_AirlineFlights
R144_AirlineFlights,TLBench,qwen3.6-flash,VL,sample3,0,R144_AirlineFlights
R144_AirlineFlights,TLBench,qwen3.6-flash,VL,sample4,0.8462,R144_AirlineFlights
R144_AirlineFlights,TLBench,qwen3.6-flash,VL,sample5,0,R144_AirlineFlights
R144_AirlineFlights,TLBench,gemini-3.1-flash-lite,VL,sample1,0.7692,R144_AirlineFlights
R144_AirlineFlights,TLBench,gemini-3.1-flash-lite,VL,sample2,0.7692,R144_AirlineFlights
R144_AirlineFlights,TLBench,gemini-3.1-flash-lite,VL,sample3,0.8077,R144_AirlineFlights
R144_AirlineFlights,TLBench,gemini-3.1-flash-lite,VL,sample4,0.7692,R144_AirlineFlights
R144_AirlineFlights,TLBench,gemini-3.1-flash-lite,VL,sample5,0.7692,R144_AirlineFlights
R144_AirlineFlights,TLBench,gpt-5.4-mini,VL,sample1,0.9231,R144_AirlineFlights
R144_AirlineFlights,TLBench,gpt-5.4-mini,VL,sample2,0.9231,R144_AirlineFlights
R144_AirlineFlights,TLBench,gpt-5.4-mini,VL,sample3,0,R144_AirlineFlights
R144_AirlineFlights,TLBench,gpt-5.4-mini,VL,sample4,0,R144_AirlineFlights
R144_AirlineFlights,TLBench,gpt-5.4-mini,VL,sample5,0.9231,R144_AirlineFlights
R144_AirlineFlights,TLBench,deepseek-v4-flash,VL-Fix,sample1,0.9615,R144_AirlineFlights
R144_AirlineFlights,TLBench,deepseek-v4-flash,VL-Fix,sample2,0.8846,R144_AirlineFlights
R144_AirlineFlights,TLBench,deepseek-v4-flash,VL-Fix,sample3,0.8846,R144_AirlineFlights
R144_AirlineFlights,TLBench,deepseek-v4-flash,VL-Fix,sample4,0.8846,R144_AirlineFlights
R144_AirlineFlights,TLBench,deepseek-v4-flash,VL-Fix,sample5,0.9615,R144_AirlineFlights
R144_AirlineFlights,TLBench,minimax-m3,VL-Fix,sample1,0.9615,R144_AirlineFlights
R144_AirlineFlights,TLBench,minimax-m3,VL-Fix,sample2,0.9231,R144_AirlineFlights
R144_AirlineFlights,TLBench,minimax-m3,VL-Fix,sample3,0.9615,R144_AirlineFlights
R144_AirlineFlights,TLBench,minimax-m3,VL-Fix,sample4,0.8846,R144_AirlineFlights
R144_AirlineFlights,TLBench,minimax-m3,VL-Fix,sample5,0.9231,R144_AirlineFlights
R144_AirlineFlights,TLBench,qwen3.6-flash,VL-Fix,sample1,0.9231,R144_AirlineFlights
R144_AirlineFlights,TLBench,qwen3.6-flash,VL-Fix,sample2,0,R144_AirlineFlights
R144_AirlineFlights,TLBench,qwen3.6-flash,VL-Fix,sample3,0,R144_AirlineFlights
R144_AirlineFlights,TLBench,qwen3.6-flash,VL-Fix,sample4,0.8462,R144_AirlineFlights
R144_AirlineFlights,TLBench,qwen3.6-flash,VL-Fix,sample5,0,R144_AirlineFlights
R144_AirlineFlights,TLBench,gemini-3.1-flash-lite,VL-Fix,sample1,0.7692,R144_AirlineFlights
R144_AirlineFlights,TLBench,gemini-3.1-flash-lite,VL-Fix,sample2,0.7692,R144_AirlineFlights
R144_AirlineFlights,TLBench,gemini-3.1-flash-lite,VL-Fix,sample3,0.8077,R144_AirlineFlights
R144_AirlineFlights,TLBench,gemini-3.1-flash-lite,VL-Fix,sample4,0.7692,R144_AirlineFlights
R144_AirlineFlights,TLBench,gemini-3.1-flash-lite,VL-Fix,sample5,0.7692,R144_AirlineFlights
R144_AirlineFlights,TLBench,gpt-5.4-mini,VL-Fix,sample1,0.9231,R144_AirlineFlights
R144_AirlineFlights,TLBench,gpt-5.4-mini,VL-Fix,sample2,0.9231,R144_AirlineFlights
R144_AirlineFlights,TLBench,gpt-5.4-mini,VL-Fix,sample3,0,R144_AirlineFlights
R144_AirlineFlights,TLBench,gpt-5.4-mini,VL-Fix,sample4,0,R144_AirlineFlights
R144_AirlineFlights,TLBench,gpt-5.4-mini,VL-Fix,sample5,0.9231,R144_AirlineFlights
R22_IPOApplication,TLBench,deepseek-v4-flash,VL,sample1,0.9231,R22_IPOApplication
R22_IPOApplication,TLBench,deepseek-v4-flash,VL,sample2,1,R22_IPOApplication
R22_IPOApplication,TLBench,deepseek-v4-flash,VL,sample3,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,deepseek-v4-flash,VL,sample4,0,R22_IPOApplication
R22_IPOApplication,TLBench,deepseek-v4-flash,VL,sample5,0.9231,R22_IPOApplication
R22_IPOApplication,TLBench,minimax-m3,VL,sample1,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,minimax-m3,VL,sample2,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,minimax-m3,VL,sample3,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,minimax-m3,VL,sample4,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,minimax-m3,VL,sample5,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,qwen3.6-flash,VL,sample1,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,qwen3.6-flash,VL,sample2,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,qwen3.6-flash,VL,sample3,0.9231,R22_IPOApplication
R22_IPOApplication,TLBench,qwen3.6-flash,VL,sample4,0.9231,R22_IPOApplication
R22_IPOApplication,TLBench,qwen3.6-flash,VL,sample5,0.9231,R22_IPOApplication
R22_IPOApplication,TLBench,gemini-3.1-flash-lite,VL,sample1,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,gemini-3.1-flash-lite,VL,sample2,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,gemini-3.1-flash-lite,VL,sample3,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,gemini-3.1-flash-lite,VL,sample4,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,gemini-3.1-flash-lite,VL,sample5,0.9615,R22_IPOApplication
R22_IPOApplication,TLBench,gpt-5.4-mini,VL,sample1,0.9231,R22_IPOApplication
R22_IPOApplication,TLBench,gpt-5.4-mini,VL,sample2,0.9231,R22_IPOApplication
R22_IPOApplication,TLBench,gpt-5.4-mini,VL,sample3,0.9231,R22_IPOApplication
R22_IPOApplication,TLBench,gpt-5.4-mini,VL,sample4,0.9231,R22_IPOApplication
